单词,词向量,近似top20 
became,"[ 0.26024285 -0.09802284  0.24939904 -0.32523787  0.29109302  0.31347448
  0.04241303 -0.19200045 -0.16310331 -0.22418807 -0.00956001 -0.3273642
  0.03447686 -0.34645307  0.04265336  0.6411765   0.03115249  0.06512451
  0.16392836 -0.163577    0.32497674 -0.27310276  0.10709701  0.04703973
  0.27360916 -0.22034481 -0.12363563  0.21026857  0.12533629 -0.22796617
  0.3177537   0.3344164  -0.00990663  0.03640145 -0.059834    0.01149846
  0.05739197 -0.001369   -0.33184096  0.25581628  0.03477673 -0.02031044
  0.03318922 -0.01411778 -0.00082713 -0.10724751 -0.36471105 -0.01011245
 -0.12425391 -0.18546255]","['npc', 'workers', 'failed', 'peninsula', 'success', 'economic', '3', 'level', 'basis', 'present', 'importance', 'summit', 'issue', 'impact', 'october', 'developing', 'members', 'principle', 'resolutely', 'give']"
antichina,"[-0.25350437 -0.25536317  0.06166012  0.21058999 -0.00076365  0.14225873
  0.07648555  0.5336182  -0.44354838  0.19732197  0.1375152  -0.15477522
 -0.20438495  0.23330602  0.10263117  0.16864134  0.07761676 -0.0458749
  0.44664535 -0.1784717  -0.29484266  0.07930672  0.22848132  0.35413444
  0.23554581  0.11850499  0.07361646 -0.05721002  0.1700214  -0.1811618
 -0.06573362  0.09591583  0.4131028  -0.07369243 -0.24166705 -0.10626156
  0.49367926 -0.4151055  -0.072561    0.16379178  0.03296577  0.23021707
  0.04564371 -0.13430284  0.14537229 -0.15389012  0.02071572  0.06734373
  0.35091674  0.00417969]","['failed', 'set', 'although', 'rich', 'always', 'sectors', 'implementing', 'operation', 'peace', 'status', 'historical', 'however', 'must', 'strength', 'allowed', 'efforts', 'saying', 'crossstrait', 'concerned', 'ability']"
lies,"[-0.09416568  0.09511038  0.03462404 -0.00464381  0.03834019  0.24849623
  0.00737178 -0.15125783 -0.27676737  0.27126527 -0.4001113  -0.19377661
  0.2199103   0.00879294 -0.15677501  0.5994849   0.144843   -0.38876975
 -0.37416026 -0.07580378  0.27277517 -0.05601819 -0.00764063 -0.03279367
  0.25233     0.06688998 -0.0455723   0.09092823  0.12588891 -0.02456527
  0.2390557  -0.11170544 -0.09675299  0.15185857  0.2753048  -0.03898194
  0.14474198  0.13305604  0.22956757  0.13796604 -0.19520909  0.4537464
  0.11997321 -0.47502217  0.351252   -0.13500991 -0.22328274 -0.17254664
  0.18873513  0.01156538]","['added', 'administrative', 'half', 'services', 'forms', 'guarantee', 'failed', 'construction', 'impact', '40', 'south', 'four', 'asked', 'go', 'investment', '12', 'zemin', 'implement', 'first', 'regarding']"
later,"[ 0.01255667 -0.36785963 -0.36030564 -0.04084313 -0.07334783 -0.01630196
  0.1995095  -0.05701684  0.34432995  0.2518583  -0.0650097   0.1592525
 -0.2303901  -0.07138154  0.27809718 -0.23014665 -0.29367554 -0.13823552
  0.06347025  0.11557053  0.15137668  0.05610429  0.09818958  0.22875455
  0.26027378  0.11766507  0.11015225 -0.10660409  0.100719    0.05515138
  0.01870216 -0.05988474 -0.40418082 -0.05792671 -0.17851633  0.3123485
  0.06336837 -0.1937322   0.19272299 -0.17821376  0.5243767  -0.00844093
 -0.1857808  -0.09457617 -0.22090295 -0.06403984  0.08025339  0.00212977
 -0.27220088  0.08914455]","['common', 'failed', 'come', 'implement', 'allowed', 'order', 'cult', 'responsible', 'laid', 'high', 'interests', 'arms', 'among', 'uphold', 'situation', 'dprk', 'sides', 'promote', 'met', 'developing']"
look,"[ 5.4329913e-02  1.9736001e-02 -9.6271783e-02 -3.2202494e-01
 -9.1355480e-02 -2.7001938e-01  1.7798532e-03 -1.7668610e-02
  7.1848974e-02  1.8068586e-01 -4.3373191e-01 -7.2525450e-05
 -1.4554481e-01 -1.5659946e-01  1.9778007e-01 -1.6599442e-01
  9.8190740e-02  5.1215261e-02  1.2780442e-02 -1.8727463e-02
 -4.5614801e-03 -2.4908189e-02  5.7089385e-02 -1.2052930e-01
  1.2432871e-02  4.5801517e-02 -1.3670896e-01 -1.5293610e-02
  1.4620866e-01  1.3889793e-01  5.1614869e-01 -2.0323254e-01
  1.8649177e-01 -3.2280508e-02  2.9965147e-01  2.5692329e-01
  1.5870731e-01  8.5327581e-02  2.2562747e-01  1.6857031e-01
  1.6163170e-01  3.1147107e-01 -2.5927636e-01 -3.2051766e-01
  1.7362717e-01  6.0506739e-02 -2.4652492e-01 -2.0958252e-01
 -2.7361983e-01 -3.5732973e-01]","['resolutely', 'failed', 'military', 'south', 'best', 'impact', 'half', 'come', 'economy', 'operation', 'improvement', 'peninsula', 'high', 'implement', 'responsible', 'ago', 'brought', 'financial', 'department', '12']"
essence,"[-0.07886034  0.09356461  0.09478398 -0.18346901 -0.1816756   0.27553988
 -0.11313463  0.29968628  0.09638958  0.1508712  -0.38005137 -0.06590033
  0.04427748 -0.31741983  0.30245873  0.06021169  0.08535556 -0.2067336
  0.12142377 -0.1579735  -0.15935642  0.01073331 -0.05272175 -0.06801964
  0.13651651  0.20276615  0.24344121 -0.16062826 -0.28645325  0.11831553
 -0.04918362 -0.37221444  0.1526327   0.10381619 -0.11339592 -0.24610944
 -0.34179035 -0.01986019 -0.19395325 -0.03087979  0.17064765  0.04031537
 -0.10890776  0.0693484   0.09927511  0.12908736 -0.07162056  0.05250895
 -0.01133247  0.08027573]","['failed', 'bush', 'sides', 'reason', 'building', 'peace', 'political', 'progress', 'management', 'objective', 'history', 'members', 'resolutely', 'made', 'sea', 'structure', 'workers', 'socialist', 'late', 'united']"
manner,"[ 0.13077815  0.25203624 -0.3074646  -0.06633593  0.12845808 -0.07579204
 -0.082138   -0.13482787  0.58577025  0.16650663 -0.20102522  0.3007387
 -0.34016755 -0.21984394  0.11558709 -0.04452109 -0.26122627  0.23707837
  0.13740712  0.06077892  0.30913123  0.15876454  0.17124449 -0.14040847
 -0.25589725 -0.14508578  0.13257542  0.05129819  0.01136069  0.02750874
  0.21358782  0.02271738  0.14643587  0.12621711  0.05942537  0.45581803
  0.2951611   0.14124782  0.17006744  0.24115169 -0.25862935  0.0070618
  0.21051954 -0.22790515 -0.07126501  0.07466872  0.30329406  0.3703374
 -0.36997616 -0.29322463]","['clear', 'high', 'positive', 'cadres', 'challenges', 'ninth', 'socialist', 'party', 'province', 'failed', 'vigorously', '50', 'develop', 'military', 'later', 'best', 'situation', 'command', 'year', 'among']"
told,"[ 0.27156195  0.5335359   0.28179985 -0.3283339   0.0497646   0.02654785
  0.45905894  0.06941309 -0.2770034  -0.25156915  0.01529092 -0.02162962
  0.04971414 -0.32405606  0.18889463  0.1593642  -0.2148966  -0.39028937
 -0.04470537 -0.2924759  -0.21937557 -0.09604513  0.04695473 -0.00817736
  0.10051199  0.24532196  0.177503    0.15622059 -0.01205339 -0.3250465
 -0.04704116  0.3175432  -0.01697022  0.41242102 -0.14194104  0.21132037
 -0.5057465  -0.18726707 -0.03150278 -0.05787653  0.28367296 -0.09316725
  0.18884693 -0.11320389 -0.131189   -0.18922293  0.33121496  0.10898401
  0.05715823  0.02393983]","['joint', 'move', 'electronic', 'failed', 'let', 'opening', 'common', 'basis', 'carry', 'economic', 'began', '12', 'rate', 'previous', 'income', 'cult', 'organized', 'rongji', 'within', 'invitation']"
attaches,"[ 0.10464827  0.26123625  0.576163   -0.10717391  0.3745344  -0.03936822
  0.53228885 -0.17557791  0.12502362 -0.1179773   0.3026807  -0.02042502
  0.46081468 -0.20760742  0.11491652 -0.11133013 -0.22784746  0.14454587
 -0.14195257 -0.2849815   0.10533512 -0.07392951 -0.11345696 -0.3188441
 -0.11888526  0.29728603  0.07067249 -0.17365175  0.35204977 -0.3623031
  0.27568743 -0.28861636  0.18289678  0.3050054   0.04282597  0.08556972
 -0.04915181  0.47266123 -0.22314811 -0.3042324   0.2441058  -0.4638336
  0.14786947 -0.06230883  0.04162269 -0.43028826  0.2634032   0.3062419
 -0.1751729  -0.1894732 ]","['thanks', 'year', 'far', 'power', 'basis', 'press', 'evil', 'take', 'nato', 'principle', 'water', 'responsible', 'implementation', 'overall', 'structure', 'internet', 'building', 'differences', 'turn', 'responsibility']"
press,"[ 0.19100538 -0.12813602 -0.15415722  0.16465509  0.00642459  0.0937923
 -0.38234055 -0.11243342  0.28331557  0.3800773  -0.2599558  -0.08550786
 -0.5691841   0.16319753  0.03263498 -0.24382578 -0.13225402  0.17257918
  0.4157589  -0.2425022   0.23409157  0.2079068   0.16109256  0.20046996
  0.31694415  0.40841308 -0.02132707 -0.03381813  0.15755533 -0.10183104
 -0.09267353 -0.0052198  -0.3144184  -0.04182619 -0.18127652  0.1089242
  0.04363587  0.18039571  0.2881689   0.00979753 -0.17639749  0.3169981
 -0.29392883  0.28551662 -0.23055544 -0.3484005   0.15560034  0.1523059
  0.02312462  0.0391192 ]","['failed', 'common', 'lies', 'advanced', 'scope', 'strategy', 'talks', 'direction', 'military', 'contacts', 'training', 'five', 'law', 'arms', 'industries', 'come', 'friendship', 'tasks', 'cases', 'history']"
jiaxuan,"[-0.02967782  0.18670101  0.17015024 -0.13449417 -0.00352412  0.01307534
  0.01051125 -0.06262379  0.01134815 -0.14610302  0.06218157  0.35573155
  0.24342269 -0.13474023  0.08697303  0.06945122 -0.05173948 -0.1266785
  0.3461345   0.05414042  0.085937   -0.08449335  0.23344938 -0.24902394
 -0.03636234  0.27053204 -0.3315773   0.08865354  0.39353496 -0.3161068
 -0.06858227  0.10106602 -0.01510235  0.13084126 -0.27008778 -0.12542926
 -0.28179592  0.31547117  0.06729569  0.10321759 -0.11969706  0.12399638
  0.20711577 -0.30182466  0.03170708 -0.34957165  0.18140674  0.2174642
  0.06738487  0.05291878]","['make', '12', 'began', 'economic', 'failed', 'region', 'face', 'common', 'cpc', 'management', 'together', 'shanghai', 'relationship', '50', 'seek', 'sound', 'united', 'political', 'member', 'economy']"
planning,"[ 0.14407139 -0.19747119 -0.1393105  -0.07595655  0.06869362 -0.09642181
 -0.2980172   0.6059144  -0.33640227  0.27717015  0.2561765   0.15092842
  0.06275509 -0.16189098  0.10215127  0.5015469   0.05781233 -0.02255078
  0.26103613 -0.07947233 -0.119523   -0.09692793 -0.1048873  -0.12156729
  0.01451679 -0.00815078 -0.26951241  0.0769508  -0.15553465  0.18984866
 -0.24479732 -0.26878363 -0.0293626   0.03296012 -0.05966474 -0.31945512
 -0.12344791 -0.35668796  0.47815385  0.10336073  0.1312681  -0.03257577
 -0.23573223 -0.03069784  0.24111354 -0.29705128 -0.0667273   0.21152037
  0.31505814 -0.04099298]","['issued', 'committees', 'peace', 'accordance', 'status', 'view', 'day', 'entered', 'make', 'set', 'shuibian', 'entry', 'failed', 'scale', 'since', '12', 'operation', 'characteristics', 'cpc', 'support']"
looking,"[-0.06446285  0.10262906 -0.02079482 -0.0021268   0.5010554  -0.07572168
 -0.38235813  0.01874721  0.12840877  0.15740436 -0.08236986  0.0350233
 -0.13627392  0.24679276 -0.10939863 -0.16089915 -0.09095719  0.11199661
 -0.03102298 -0.11383565 -0.00164592 -0.2771138  -0.12595533 -0.21584557
 -0.07604353 -0.10481766 -0.27234662 -0.20287697  0.24732277 -0.15426525
  0.4567473  -0.31553286  0.07675033  0.02952494  0.14436932  0.1552946
  0.32390064 -0.04604573 -0.06535199  0.31621364 -0.28798884  0.44283977
 -0.666625   -0.01055406  0.05190207 -0.4371252   0.04368866  0.23297265
  0.12974004 -0.46691197]","['core', 'resolutely', 'ninth', 'diplomatic', 'trend', 'guarantee', 'later', 'constitution', 'develop', 'indeed', 'exist', 'came', 'failed', 'friendship', 'positive', 'saying', 'moment', 'promoting', 'number', 'evil']"
sinojapanese,"[ 0.08434034 -0.2971552   0.1720762  -0.3492725  -0.2802904  -0.47717765
  0.02123932 -0.23802121 -0.28391662 -0.01605639  0.46954352 -0.12789288
  0.22812738 -0.03565429 -0.13508202  0.29882768  0.35379785  0.1030627
  0.03046533 -0.10176544  0.25853905  0.20981072  0.30615434 -0.26668903
  0.2587094  -0.36539185 -0.50667626  0.27717385  0.2233716   0.28283995
  0.30665502  0.17719491  0.18215282  0.04797102  0.10010935 -0.07259381
 -0.30023572 -0.09778281 -0.18512456 -0.36722434 -0.06130804  0.00437812
  0.2217718  -0.02504192  0.110971   -0.06513575  0.08610879 -0.3605564
  0.05170517  0.03019147]","['stressed', 'secretary', 'addition', 'importance', 'technology', 'however', 'certainly', 'authorities', 'dialogue', 'shuibian', 'continue', 'premier', 'summit', 'regions', 'space', 'generation', 'back', 'economic', 'peninsula', 'leader']"
family,"[ 0.5516056  -0.03046293  0.18527341 -0.19461675  0.11959754  0.07343987
  0.3107073  -0.32493138 -0.2574961   0.20308332  0.16887745  0.37735388
 -0.31284413  0.34087735 -0.30051565 -0.14233817 -0.15266024  0.1591455
  0.1614691  -0.23291717 -0.23658092  0.05634975 -0.04810895 -0.18529235
 -0.2467594   0.04482096 -0.09320535  0.25514507 -0.06462433 -0.10149846
 -0.1414887  -0.08217591 -0.03482058  0.09911027  0.43636167  0.1886514
 -0.19274983  0.24704315 -0.08885299  0.07734536 -0.06676133 -0.05632178
 -0.21010847 -0.18285248  0.12007647 -0.18955638 -0.0791356  -0.35002065
  0.10314817 -0.33883184]","['facts', 'failed', 'shows', 'small', 'fine', 'zhang', 'talks', 'use', 'need', 'iraq', 'made', 'session', 'matters', 'short', 'inspection', 'un', 'hopes', 'mechanism', 'importance', 'positive']"
launched,"[-0.0350454   0.1495414   0.06561858  0.44675353  0.22880119 -0.00988063
  0.32483593  0.45194578  0.37407807  0.31006736  0.02881248 -0.03285455
  0.15096064  0.2996032  -0.10894159 -0.1840246   0.450447   -0.04431992
 -0.19570802 -0.03060859 -0.00508372 -0.18970555 -0.22117418  0.01496783
  0.07898713  0.31580675  0.24414834  0.05576995 -0.23903003  0.42070606
 -0.02288055  0.46245542 -0.03488528 -0.09171353  0.3049007  -0.08909578
 -0.08957431 -0.1542592   0.08041953  0.01613004 -0.22681919 -0.11032158
  0.1297325   0.13052766 -0.4244142   0.11639541  0.21938764 -0.04550076
 -0.24703044 -0.02340328]","['wei', 'national', 'work', 'reason', 'effectively', 'onechina', 'step', 'although', 'department', 'used', 'funds', 'remain', 'relevant', 'western', 'european', 'meanwhile', 'air', 'failed', 'carried', 'rate']"
britain,"[-0.17526643  0.26548207 -0.10239607  0.1442119  -0.03058166 -0.1685127
 -0.25576463 -0.39185697  0.33535907 -0.2586414   0.12940393 -0.02324749
  0.05977706  0.3170711  -0.06298484 -0.27459008 -0.19411439 -0.23945907
  0.15630062  0.14872089 -0.00523841  0.16471568  0.17232583  0.1672826
 -0.01749594 -0.23113723  0.05615674 -0.20369412  0.26276276  0.00117472
 -0.6100826  -0.0500291  -0.19359647  0.28591123  0.16492528 -0.23343715
  0.09340798 -0.38681227  0.1101374  -0.2597671  -0.1421614   0.01633664
  0.43499744  0.21129405 -0.13754381 -0.17036542  0.2553697  -0.12220481
 -0.00830225  0.35467282]","['united', 'advanced', 'chinese', 'complete', 'failed', 'facilities', 'back', 'cadres', 'political', 'korean', '1999', 'nuclear', 'future', 'pressure', 'peaceful', 'reason', 'among', 'japanese', 'industries', 'say']"
ways,"[ 0.28205195 -0.1107953   0.17710018  0.35770848 -0.1018139   0.02897275
 -0.1706579  -0.17726204  0.03501294  0.02636     0.5908748   0.2354683
  0.3938521   0.09304498 -0.11829321 -0.19708858 -0.14087415 -0.2021709
 -0.03087937  0.02962736  0.14799573 -0.27963713  0.01662551  0.09946015
 -0.3229424  -0.00599938  0.27463555  0.25523895  0.00317729 -0.23401324
 -0.2150394  -0.00633357 -0.10434791  0.05071758 -0.08631522  0.2631506
  0.1876411  -0.17775778 -0.06138153 -0.07433653 -0.29984316  0.01474632
  0.43860847 -0.17385235 -0.29034796 -0.1257613  -0.17035899 -0.01102845
 -0.1872287  -0.16755007]","['cadres', 'far', 'advanced', 'even', 'efforts', 'side', 'effectively', 'opportunity', 'present', 'failed', 'whole', 'four', 'network', 'advance', 'strengthening', 'correct', 'may', 'struggle', 'war', 'hongzhi']"
students,"[-0.24223042 -0.06922881 -0.20440076 -0.04757231  0.34925154 -0.39911994
 -0.01376705  0.04207787 -0.17909634  0.17303778 -0.15076545  0.08437063
 -0.36083126  0.16839223 -0.1684348   0.22595565 -0.06289688 -0.13654967
 -0.37764204  0.3157271   0.09249204 -0.08904861  0.13204318 -0.24240261
 -0.09304276  0.21526642 -0.02885393 -0.05253013  0.0640057   0.05691062
 -0.17567995  0.1059988  -0.02009719  0.04444046  0.04742359 -0.06161734
 -0.02087557  0.03925591 -0.16506916  0.44756025 -0.16466908 -0.0092874
  0.15987985 -0.01665666  0.04678652 -0.08428484 -0.42803794 -0.12670794
 -0.1356628  -0.08621891]","['spirit', 'operation', 'defense', 'develop', 'work', 'overall', 'failed', 'stressed', 'understanding', 'plane', 'million', 'modernization', 'policies', 'situation', 'although', 'onechina', 'cpc', 'ninth', 'trust', 'council']"
statement,"[-0.13335392 -0.05367515 -0.23349763 -0.28280854  0.14213523 -0.09918224
  0.03493106 -0.09012203 -0.09859384 -0.29145664 -0.03146353  0.02205412
  0.16356185 -0.05275635  0.13437259  0.23398428 -0.46921897 -0.17691612
  0.02523877  0.01603769 -0.02090028  0.26944566  0.36329934 -0.24372512
  0.08189132  0.00730962  0.11831483 -0.19939004  0.3258663  -0.41284445
 -0.14942074  0.09976184  0.24480076 -0.11302651  0.0119437   0.20250508
 -0.12076858 -0.45746     0.2454729   0.5296182  -0.12893495  0.16758318
  0.25279382 -0.0028296  -0.20694153 -0.09266444  0.17420392  0.01866322
  0.28281656  0.12222908]","['although', 'began', 'properly', 'sectors', 'failed', 'sound', 'july', 'better', 'among', 'deputies', 'peninsula', 'next', 'united', 'throughout', 'matter', 'advanced', 'financial', 'economic', 'electronic', 'motherland']"
behind,"[ 0.11555436  0.41264597 -0.0091932   0.22383945 -0.0177746  -0.07057445
 -0.05082164 -0.17515035  0.00237534 -0.33178604  0.05994991  0.12182023
  0.1163633   0.04264471  0.01897161 -0.16543561 -0.00941162  0.20661299
 -0.06183393 -0.17855746  0.18582198 -0.10547598 -0.29213154  0.12295792
 -0.10270281  0.01837623 -0.00357469  0.13577281 -0.11240485 -0.03916097
 -0.00067837 -0.17436647  0.2513902  -0.2572927  -0.15389784 -0.21943282
  0.10911261 -0.13618757  0.03140804 -0.26248735  0.26673055 -0.21560763
 -0.12998752 -0.36640066 -0.1669799  -0.00639972 -0.12873513  0.41033676
 -0.06038532 -0.21655847]","['failed', 'therefore', 'facing', 'principle', 'department', 'incident', 'another', 'management', 'force', 'zhu', 'military', 'political', 'socialist', 'properly', 'need', 'opinions', 'part', 'committees', 'establish', 'even']"
led,"[-0.14115416  0.20350476 -0.03551679  0.4243345  -0.01328625 -0.11409827
 -0.21011038  0.07722377  0.09247623  0.4146023  -0.1743527   0.07197393
 -0.10538634 -0.02490661 -0.31557226  0.12484652 -0.14099565 -0.18715885
 -0.0748387  -0.06115234 -0.12345002 -0.12545404 -0.04601014 -0.38348725
 -0.07485007  0.0880966  -0.09400852 -0.11318872  0.12094104  0.18719776
 -0.23041965  0.29373732 -0.31674615  0.00133247 -0.2991628  -0.10578389
 -0.3323388   0.16095829  0.19714239 -0.48754033  0.11992984  0.23573194
 -0.1679145  -0.02672662  0.00223798 -0.31403187 -0.31527218 -0.23241161
 -0.03695729 -0.17309456]","['asian', 'overseas', 'according', 'guarantee', 'progress', '12', 'laws', 'zemin', 'used', 'reason', 'see', 'view', 'corruption', 'soon', 'regarding', 'failed', 'member', 'across', 'brought', 'common']"
afternoon,"[ 0.00991961  0.3016458   0.03375093  0.47009537  0.27161247  0.05459864
  0.12814426  0.08419418  0.03006018 -0.10889862  0.09629929 -0.12811065
 -0.18367252  0.02347771  0.16294011 -0.17648523  0.06128568 -0.45012918
  0.43637702  0.05184103 -0.45996618 -0.2302224   0.30743408 -0.16137096
  0.06076682 -0.31319955 -0.04620893  0.1432438   0.2702016   0.16512527
  0.13466878  0.01821281  0.20996103 -0.12053569  0.36124846  0.2606515
 -0.12494918  0.13192075  0.02743452 -0.39903423  0.08160348 -0.30169466
 -0.015226    0.1839924  -0.04593292 -0.16723196  0.39544517  0.53473115
 -0.3079601   0.0840866 ]","['strength', 'resolution', 'sides', 'political', 'structural', 'article', 'uphold', 'failed', 'media', 'year', 'united', 'came', 'exchange', 'laws', 'efforts', 'rights', 'nuclear', 'special', 'within', 'effectively']"
beneficial,"[-1.18971847e-01  8.92287865e-02  1.69743836e-01 -1.51294842e-01
 -7.86854476e-02 -3.49659592e-01  2.53081292e-01  1.98471338e-01
 -5.86180314e-02  1.76625121e-02 -1.84770405e-01  3.76627177e-01
  5.83826423e-01 -3.18075448e-01 -8.93364623e-02 -6.38628900e-02
  6.13634586e-02 -2.67199520e-02 -1.38218597e-01 -1.60619512e-01
 -9.26336348e-02 -6.19530156e-02  9.85619333e-03 -4.69745733e-02
  1.95116431e-01  5.52550331e-03 -1.12356454e-01  7.49133751e-02
  5.25880270e-02 -1.55624703e-01  1.38329715e-01 -5.67822717e-02
  1.92897722e-01 -1.10382698e-01 -1.37366220e-01  4.47839260e-01
  1.78157967e-02 -1.45967260e-01  1.57485306e-01 -2.06736431e-01
  3.04614455e-01  1.80307552e-02 -5.46745840e-04  3.36309731e-01
  2.76875526e-01  9.40772444e-02  1.23803243e-01 -2.44887874e-01
  2.42680863e-01 -1.02397583e-01]","['shuibian', 'failed', 'addition', 'necessary', 'move', 'political', 'continue', 'indicated', 'basis', '12', 'left', 'ago', 'office', 'sound', 'combat', 'economic', 'efforts', 'land', 'leader', 'percent']"
assistance,"[-1.06919236e-01 -2.76050508e-01  3.16798575e-02 -1.71881199e-01
  1.71093598e-01 -8.26224685e-02  1.70492500e-01 -1.81830868e-01
  2.89660282e-02  1.91836655e-01  4.03598219e-01  6.58142269e-02
  1.83602065e-01 -2.41444200e-01  1.45194322e-01  1.68608516e-01
  9.27720368e-02 -1.00232497e-01 -1.80904403e-01  1.23401202e-01
 -1.56113267e-01 -1.38245285e-01 -2.84322858e-01  8.94764066e-02
  1.01082504e-01  4.59402911e-02  6.07420430e-02  2.61305273e-02
 -1.09363750e-01 -1.29146695e-01  2.66433686e-01 -7.09886625e-02
 -2.65872270e-01 -3.58083636e-01 -2.75541365e-01  8.70121941e-02
 -4.13056910e-01 -1.81370303e-02 -3.02691609e-01  3.76796117e-03
  2.02011347e-01  1.27390340e-01  1.65665776e-01 -3.97004515e-01
 -1.22339614e-01 -1.11763731e-01  3.03753465e-02  7.76062661e-05
  2.23708794e-01  1.42002374e-01]","['failed', 'building', 'around', 'regarding', 'allowed', 'hightech', 'peace', 'financial', 'eight', 'fields', 'strengthening', 'present', 'struggle', 'principle', 'show', 'dprk', 'however', 'zhang', 'joint', 'ethnic']"
protect,"[-0.23747744  0.09585869  0.27397537 -0.23394567 -0.02192824  0.05783685
 -0.01752238 -0.10169812 -0.34061876 -0.06764165 -0.4523881  -0.17909026
  0.00627695  0.26121032  0.24586795 -0.25286674  0.1320447   0.10091731
 -0.25417894 -0.12559298  0.09669279  0.02152431 -0.37264216 -0.01048079
 -0.27809647  0.16597103 -0.07517205 -0.00200301 -0.11265072  0.38086456
  0.05405506  0.1313067  -0.16470934 -0.04256579 -0.23771217  0.1614754
 -0.04399807  0.08845955 -0.13373566 -0.08901881 -0.10538564 -0.1661147
 -0.05445451  0.00048023 -0.03331591  0.22415745  0.02067605 -0.33708695
 -0.20982029 -0.05984087]","['department', 'failed', 'zemin', 'understanding', 'changed', 'highlevel', 'prc', 'establish', 'year', 'level', 'overall', 'side', 'promote', 'news', 'korea', 'resolutely', 'even', 'ability', 'structure', 'united']"
natural,"[-0.19621526 -0.10197333  0.05598402  0.16098695 -0.2775807   0.01265561
 -0.2203945   0.20170034 -0.43077558 -0.00480483 -0.45358625 -0.13338447
  0.20858136  0.02456509  0.09771902 -0.12590002 -0.07574673  0.208694
 -0.02556528  0.12187004  0.43346044  0.16178343 -0.28834537  0.25301233
  0.21286765 -0.07338928  0.19684595 -0.17601518  0.03589379  0.09433082
 -0.14639749  0.14832586 -0.09083147  0.06088556  0.5424746  -0.03931531
  0.04784643  0.02094039 -0.23803051 -0.0312571   0.02435305 -0.28629452
 -0.16107327 -0.04527873  0.14375082 -0.09693544 -0.04393941 -0.0415549
  0.06851249 -0.03594524]","['failed', 'chinese', 'carried', 'members', 'shuibian', 'old', 'position', 'establish', 'contacts', 'united', 'elements', 'conditions', 'territory', 'kong', 'comprehensive', 'circumstances', 'sea', 'developing', 'department', 'part']"
income,"[ 4.74374235e-01 -1.66340709e-01 -1.55670390e-01  7.87320137e-02
 -5.77460183e-03  1.78651035e-01 -3.03582065e-02 -2.45085776e-01
 -1.83703423e-01 -9.26084742e-02  2.29289129e-01 -1.18307183e-02
  3.97065133e-01  3.29103321e-02 -2.53182918e-01 -5.37842326e-02
  1.07203558e-01  2.01660544e-01 -1.41404137e-01  3.28386247e-01
  1.81060508e-01 -1.68719977e-01 -1.39194489e-01 -1.45811134e-03
  3.24764252e-01  1.57297492e-01  8.51198286e-02  1.08172446e-01
 -1.89740509e-01  1.61643460e-01  1.52734011e-01 -3.30525190e-02
 -1.52402520e-01  2.17491412e-03  6.75341208e-03  1.50253065e-04
  1.03200622e-01  1.91296116e-01 -4.73255999e-02 -4.52340245e-02
 -2.77934790e-01  1.12558771e-02 -2.29704186e-01  3.70976068e-02
 -1.13920249e-01  2.53011405e-01  2.66417086e-01  2.24596798e-01
  1.67638417e-02  1.06280476e-01]","['failed', 'may', 'ethnic', 'rural', 'effectively', 'premier', 'department', 'supervision', 'nuclear', 'opinions', 'last', 'general', 'develop', 'basis', 'entry', 'young', 'series', 'committees', 'shuibian', 'constitution']"
3,"[-5.4244220e-02  1.8853377e-01  2.7271226e-01 -1.7851186e-01
  5.7396270e-02  1.5219776e-01  3.2100570e-01 -1.3145842e-01
 -1.0074103e-01  2.2533533e-01 -8.7899126e-02 -2.2079660e-01
 -5.2353010e-02 -2.3050572e-01  5.8753222e-02  1.1997754e-01
  1.0386533e-02 -3.9904602e-02 -4.4729736e-02  1.5329142e-01
 -2.0869750e-01  8.0712773e-02 -4.1968532e-02  1.3173157e-01
  1.5980586e-01  4.6075925e-02  2.8149400e-02 -1.4429076e-01
  2.1239142e-01 -1.3427727e-01  1.3439603e-01  3.0958066e-02
  1.4426029e-01  4.1386252e-04 -1.6189854e-01  3.0638212e-01
 -3.3047035e-01  7.8940094e-02  5.5725344e-02  2.1429634e-01
 -1.9470376e-01 -4.9248970e-01  3.2091118e-02  8.7856062e-02
 -4.3809468e-01 -3.2052633e-01 -6.2046252e-02  3.1686616e-01
  2.8506374e-01  1.0870734e-01]","['cases', 'failed', 'adopted', 'although', 'struggle', 'overall', 'committees', 'election', 'actually', 'rate', 'basis', 'concept', 'could', 'motherland', 'crossstrait', 'united', 'total', 'human', 'sectors', '12']"
scale,"[ 0.11290299 -0.04225815  0.24235205  0.07753415 -0.06974065  0.16250966
 -0.11088474 -0.06790674  0.1507204   0.11822196  0.17213345 -0.05441644
  0.1751503  -0.20754127 -0.12363631 -0.07213271 -0.15632609  0.19745252
  0.01744873 -0.26203176 -0.02248292 -0.16872908 -0.21429197  0.07282695
  0.02663852  0.00071624 -0.299878    0.04759783 -0.18695663  0.0083079
  0.31264555  0.31876758 -0.04632155  0.24626005 -0.03988551 -0.21864335
  0.05428251  0.11171521 -0.04851155  0.25731605  0.09424771  0.00102877
  0.22178441 -0.09372301 -0.1792817  -0.02727047  0.0996947  -0.05190524
  0.09804755 -0.2458174 ]","['present', 'failed', 'resolutely', 'see', 'department', 'struggle', 'economic', 'reunification', 'correct', 'workers', 'chen', 'basis', 'industry', 'back', 'reason', 'hopes', 'contacts', 'addition', 'legal', 'opinions']"
